,id,hari,tanggal,bulan,tahun,judul,kota,label,penulis,deskripsi
807,6513239,Jumat,13,1,2023,Ini Penyebab Truk Terguling hingga Bikin Macet Jl Gatsu Pagi Ini,Jakarta,detikNews,Wildan Noviansah," Sebuah truk kecelakaan hingga terguling di Jalan Gatot Subroto, Jakarta Selatan (Jaksel) menyebabkan kemacetan arus lintas arah semanggi pagi ini. Truk terguling lantaran pengemudi hilang konsentrasi.Kasubdit Gakkum Ditlantas Polda Metro Jaya Kompol Jhoni Eka Putra, mengatakan peristiwa terjadi pada Jumat (13/1/2023)sekitar pukul 03.30 WIB.Saat itu truk melaju dari arah timur menuju barat di Jalan Gatot Subroto. Sesampai di TKP, diduga pengemudi inisial S tidak konsentrasi saat berkendara, menyebabkan truk menabrak pembatas flyover hingga terguling.                ""Diduga kurang hati"
808,6513127,Jumat,13,1,2023,2 Hari Beruntun Truk Terguling Bikin Macet Jalan Gatsu Arah Semanggi,Jakarta,detikNews,Lisye Sri Rahayu," Kecelakaan truk terguling pagi ini terjadi di Jalan Gatot Subroto, Jakarta Selatan, tepatnya di dekat flyover Kuningan arah Semanggi. Kecelakaan truk juga terjadi di titik yang sama pada Kamis pagi kemarin.""Untuk titiknya sendiri di sini sama, benar (jenis kendaraan sama"
809,6513071,Jumat,13,1,2023,"Ada Evakuasi Truk Terguling, Jalan Gatot Subroto Arah Semanggi Macet",Jakarta,detikNews,Rolando Fransiscus Sihombing," Polisi mengevakuasi truk kecelakaan hingga terguling di Jalan Gatot Subroto, Jakarta Selatan (Jaksel). Lalu lintas arah Semanggi macet.Informasi truk terguling dan dievakuasi diunggah oleh akun Twitter TMC Polda Metro Jaya, Jumat (13/1/2023). Proses evakuasi truk terguling sekitar pukul 06.44 WIB.Baca juga: Truk Terguling di Jalan Gatot Subroto Arah Semanggi, Lalin Tersendat""Proses evakuasi kecelakaan truck terguling di ruas arteri Jl. Gatot Subroto sebelum traffic light Kuningan Jaksel arah Semanggi,"" tulis TMC Polda Metro Jaya.                Di lokasi kejadian terlihat satu mobil derek sudah tiba untuk mengevakuasi truk terguling. Sejumlah petugas kepolisian pun telah berada di lokasi dan mengatur lalu lintas.Polisi mengevakuasi truk kecelakaan hingga terguling di Jalan Gatot Subroto, Jakarta Selatan (Jaksel). Lalu lintas arah Semanggi macet. (Dok. TMC Polda Metro Jaya)""Lalu lintas terpantau padat, agar pengendara tetap berhati"
810,6513030,Jumat,13,1,2023,"Truk Terguling di Jalan Gatot Subroto Arah Semanggi, Lalin Tersendat",Jakarta,detikNews,Rolando Fransiscus Sihombing," Satu unit truk terguling di Jalan Gatot Subroto arah Semanggi, Jakarta Selatan (Jaksel). Akibat kecelakaan tersebut lalin menuju Semanggi tersendat.Informasi truk terguling tersebut disampaikan akun Twitter TMC Polda Metro Jaya, Jumat (13/1/2023). Truk sudah dalam keadaan terguling pada pukul 05.13 WIB.""Terjadi kecelakaan truck terguling di ruas arteri Jl. Gatot Subroto sebelum traffic light Kuningan Jaksel arah Semanggi,"" tulis akun Twitter TMC Polda Metro Jaya.                Satu unit truk terguling di Jalan Gatot Subroto arah Semanggi, Jakarta Selatan (Jaksel). (Dok. TMC Polda Metro Jaya)Baca juga: Pikap Muatan Sayur Terguling di Jalur Alternatif Puncak BogorFoto truk terguling juga diunggah TMC Polda Metro Jaya. Terlihat truk berukuran besar terguling menutupi sebagian besar ruas jalan menuju Semanggi.Petugas sudah berada di lokasi kejadian. Truk terguling sedang dalam penanganan petugas untuk menghindari lalin macet.""Lalu lintas tersendat saat ini sedang proses evakuasi & penanganan Polri, agar pengendara tetap berhati"
811,6512568,Kamis,12,1,2023,Jabar Hari Ini: Kebakaran Ludeskan RM Ampera di Bandung,Bandung,detikJabar,Tim detikJabar,"  Beragam peristiwa terjadi di Jawa Barat (Jabar) hari ini, Kamis (12/1/2023). Mulai dari kebakaran besar yang menghanguskan seluruh bangunan rumah makan Ampera di Bandung hingga pembunuh pria di Rancasari ditangkap polisi.Berikut rangkuman Jabar Hari Ini:Terbakar Hebat, RM Ampera Ludes                Rumah Makan Ampera yang berada di Jalan Soekarno"
812,6512782,Kamis,12,1,2023,"Mobil Vs Motor 'Adu Banteng' di Minut, Pemotor Wanita Tewas di Tempat",Minahasa Utara,detikSulsel,Trisno Mais, Satu unit mobil dan sepeda motor terlibat tabrakan di Jalan Poros Manado
813,6512758,Kamis,12,1,2023,3 Insiden di DKI Bikin Tambah Macetnya Lalin di Pagi Hari,Jakarta,detikNews,Tim detikcom,"  Kemacetan kembali melanda sejumlah titik DKI Jakarta. Kemacetan ini terjadi imbas dari beberapa insiden.Sebagaimana diketahui, pekan ini Jakarta sudah kembali dilanda kemacetan. Selain akibat volume kendaraan yang tinggi, kemacetan ini terkadang imbas dari kecelakaan.Kemacetan yang terjadi pada Kamis (12/1/2023) pagi juga imbas dari kecelakaan. Selain itu, kemacetan juga terjadi karena bus TransJakarta yang mogok.                Baca juga: Cerita Pekerja Jakarta Stuck di Kemacetan Imbas Truk Kecelakaan Pagi TadiDirangkum detikcom, Kamis (12/1) berikut ini insiden yang membuat kemacetan pagi ini makin parah.TransJ Mogok di CawangBus TransJakarta di Halte Cawang UKI mengalami gangguan. Aktivitas bus di halte tersebut tersendat.Seorang penumpang bernama Bernadetta mengatakan awalnya bus yang ditumpanginya tiba di Halte Cawang UKI pukul 07.15 WIB. Bus tiba"
814,6512605,Kamis,12,1,2023,"Viral Pemotor Ngebut di Lajur Sepeda, Siapa Saja yang Sebenarnya Boleh Lewat?",Jakarta,detikOto,Tim detikcom," Pemotor yang tengah melintas lajur sepeda tengah menjadi sorotan di sosial media. Pasalnya, pemotor bercelana loreng itu terlihat menggeber kecepatan kendaraannya di lajur sepeda hingga menabrak pengendara lain yang hendak berbelok. Setelah terjadi tabrakan, pemotor yang melintas di jalur sepeda itu juga terlihat marah.Hal ini lantas menimbulkan pertanyaan soal fungsi lajur sepeda yang memang diperuntukkan bagi sepeda tapi justru dilintasi pemotor. Memang seperti apa sih aturan lajur sepeda?Penyediaan lajur sepeda sendiri diatur dalam Peraturan Gubernur Daerah Khusus Ibukota Jakarta nomor 128 tahun 2019 tentang Penyediaan Lajur Sepeda. Dijelaskan dalam pasal 2 ayat 1, lajur sepeda diperuntukkan bagi sepeda dan sepeda listrik.                Baca juga: Pemotor Bercelana Loreng Ngebut di Jalur Sepeda, Nabrak Pemotor Lain Malah MarahKemudian dalam ayat 2, selain sepeda dan sepeda listrik, lajur sepeda dapat dilintasi oleh otopet, skuter, hoverboard, dan atau unicycle. Adapun pelanggaran terhadap marka jalan dan rambu lalu lintas pada lajur sepeda dikenakan sanksi sesuai dengan ketentuan perundang"
815,6512514,Kamis,12,1,2023,Kronologi Mobil Tabrak Gerobak-Motor Hindari Median Jalan Karya Wisata,Medan,detikSumut,Goklas Wisely," Sebuah mobil terlibat kecelakaan lalu lintas di Jalan Karya Wisata, Medan. Mobil Datsun BK 1887 WF yang dikendarai seorang wanita itu menabrak gerobak gorengan pedagang dan tiga sepeda motor ojek online.Pengendara mobil tersebut menabrak gerobak pedagang dan sepeda motor ojol yang sedang terparkir karena menghindari tabrakan dengan median Jalan Karya Wisata.Lurah Pangkalan Masyhur Rivai Ramadhana Harahap menceritakan kronologi kejadian. Dia menyebut awalnya ada seorang pengendara mobil Datsun yang merupakan wanita melintas di sekitar lokasi.                ""Ibu ini baru pulang dari Sibolga katanya. Terus, dari arah kota menuju Cadika melalui Jalan Karya Wisata,"" kata Rivai kepada detikSumut, Kamis (12/1/2023).Kemudian, wanita tersebut tiba"
816,6512373,Kamis,12,1,2023,Penampakan Angkot Berpenumpang Ringsek Usai Tertabrak Truk di Tol Tangerang,Tangerang,detikNews,Adrial Akbar, Angkot bernopol A
817,6512238,Kamis,12,1,2023,10 Korban Kecelakaan Beruntun di Tol Tangerang: Sopir dan Penumpang Angkot,Tangerang,detikNews,Adrial Akbar, Angkot bernopol A
818,6512161,Kamis,12,1,2023,"Angkot Terlibat Kecelakaan Beruntun di Tol Tangerang, 10 Orang Terluka",Tangerang,detikNews,Adrial Akbar, Kecelakaan beruntun melibatkan tiga unit kendaraan terjadi di Km 66B Tol Tangerang
819,6511768,Kamis,12,1,2023,Cerita Pekerja Jakarta Stuck di Kemacetan Imbas Truk Kecelakaan Pagi Tadi,Jakarta,detikNews,Indra Komara," Kemacetan parah terjadi pagi tadi akibat kecelakaan truk di Jalan Gatot Subroto arah Kuningan, Jakarta Selatan. Kecelakaan itu menyebabkan kemacetan lalu lintas dari Cawang hingga Kuningan.Salah seorang warga bernama Vidyawati Hendraningsih menceritakan saat terjebak macet selama 30 menit. Vidya mengatakan dia menggunakan bus TransJakarta dari Pasar Minggu menuju kantornya di Sudirman.""Tadi pas di Jalan Raya Pasar Minggu macet biasa. Pas sampai Pancoran lampu merah ke kiri sudah stuck, awalnya kirain yang biasa. Driver"
820,6511611,Kamis,12,1,2023,Ini Ruas Jalan Tol yang Kepingin Dilewati Klub Moge,Jakarta,detikOto,Ridwan Arifin," Presiden Motor Besar Club Indonesia (MBCI) Irianto Ibrahim mengatakan pihaknya ingin mendapatkan akses masuk tol tapi tidak pada semua jalan bebas hambatan. Di sisi lain keinginan klub motor gede ini bisa melewati tol hanya saat akhir pekan saja.Pria yang disapa Rian ini mengatakan jika bisa melewati jalur tol, pengguna moge bisa melintas di jalur lain dan tak bersentuhan langsung dengan banyak masyarakat.""Kita tidak minta di jalur tol semua, misalnya di Jakarta nih, misalnya kita mau ke Jawa Tengah, cukup sampai Karawang"
821,6511640,Kamis,12,1,2023,"Minibus Tabrak Tronton, Satu Orang Tewas di Tol Cisumdawu",Sumedang,detikJabar,Nur Azis, Kecelakaan melibatkan sebuah minibus dan truk tronton terjadi di ruas jalan tol Cisumdawu (Cileunyi 
822,6511597,Kamis,12,1,2023,"Viral, Pria Bercelana Loreng Tendang Pemotor gegara Tabrakan di Sudirman",Jakarta,detikNews,Wildan Noviansah," Sebuah video yang memperlihatkan pemotor bercelana loreng menendang pemotor lain di Jalan Jenderal Sudirman, Jakarta Pusat, viral di media sosial. Kejadian itu bermula saat keduanya bertabrakan di jalur sepeda.Dalam video yang beredar, seperti dilihat detikcom, Kamis (12/1/2023), seorang pengendara sepeda motor terlihat menyalakan lampu sein hendak berbelok ke arah kiri dari jalan utama dan memotong jalur sepeda. Saat itu, tiba"
823,6511531,Kamis,12,1,2023,Ada KA Bandara Hendak Melintas Saat TransJ Mogok di Tengah Lintasan Kereta,Jakarta,detikNews,Silvia Ng," Bus TransJakarta (TransJ) mengalami mogok di perlintasan kereta api (KA) kawasan Kebon Jeruk, Jakarta Barat (Jakbar). Saat TransJ mogok, KA hendak melintas di lokasi tersebut.""Ya benar (kereta bandara hendak melintas),"" kata Kasat Lantas Polres Metro Jakarta Barat Kompol Maulana saat dimintai konfirmasi, Kamis (12/1/2023).Berdasarkan foto yang diterima detikcom, KA Bandara tersebut tampak berhenti sebelum perlintasan yang menjadi lokasi bus TransJ mogok.                Kepala Humas PT KAI Daop 1 Jakarta Eva Chairunisa juga menjelaskan peristiwa tersebut. Dia mengatakan KA Bandara berhenti saat masinis mengetahui ada bus TransJ mogok di perlintasan sebidang tersebut.Baca juga: TransJakarta Mogok di Tengah Perlintasan Rel Kereta di Kebon Jeruk Jabar""Nah kalau TransJakarta itu pada saat mogok, itu kebetulan jarak KA yang melintasnya masih jauh, jadi bisa dikoordinasikan untuk berhenti. Artinya, pada saat bus itu mogok, kebetulan jarak KA yang akan melintas masih jauh sehingga langsung dikoordinasikan. Jadi kalau ada yang mogok itu pasti dikoordinasikan,"" kata Eva saat dimintai konfirmasi terpisah.TransJ Mogok di Perlintasan KASebelumnya diberitakan, bus TransJakarta koridor 8 rute Harmoni menuju Lebak Bulus mogok di perlintasan kereta kawasan Kebon Jeruk, Jakarta Barat. Bus itu mogok di tengah perlintasan kereta.""Posisi kendaraan busway TransJakarta koridor 8 rute Harmoni ke Lebak bulus bernopol B"
824,6511526,Kamis,12,1,2023,Abang Ojol Garut yang Kakinya Membusuk Diobati Pemerintah,Bandung,detikJabar,Hakim Ghani," Muhammad Bagus Hidayatulloh, pengemudi ojek online asal Garut yang kakinya busuk usai tabrakan 2021 lalu, akhirnya diobati. Biaya pengobatannya ditanggung Pemda Garut dan Pemprov Jabar.""Sudah kami bawa ke rumah sakit sejak dua hari lalu. Setelah kami mendapatkan informasi, tim langsung bergerak menjemput,"" kata Wakil Bupati Garut Helmi Budiman.Kisah pria berusia 31 tahun itu menjadi perbincangan usai diceritakan salah satu kerabatnya bernama Ferry, kepada detikJabar beberapa waktu lalu.                Baca juga: Kaki Membusuk Usai Kecelakaan, Abang Ojol Garut Butuh PertolonganBagus diketahui mengalami kecelakaan lalu lintas di Garut pada tahun 2012 silam. Dia kemudian menjalani operasi dan pemulihan. Biayanya saat itu, ditanggung Jasa Raharja.Tapi kakinya kembali patah pada tahun 2014. Bagus kemudian terpaksa harus menggunakan pen agar bisa tetap berjalan.""Tapi karena keterbatasan biaya, rekan kami ini tidak bisa berobat lagi. Semangat untuk sembuhnya sangat tinggi. Tapi ya itu, keterbatasan biaya,"" kata Ferry kepada detikJabar belum lama ini.Yang bikin salut dari Bagus adalah, meskipun di bawah keterbatasan dan rasa sakit yang menyerang, dia tetap semangat menjalani hidup. Bahkan, untuk memenuhi kebutuhan sehari"
825,6511439,Kamis,12,1,2023,TransJakarta Mogok di Tengah Perlintasan Rel Kereta di Kebon Jeruk Jabar,Jakarta,detikNews,Silvia Ng," Bus TransJakarta koridor 8 rute Harmoni menuju Lebak Bulus mogok di perlintasan kereta kawasan Kebon Jeruk, Jakarta Barat. Bus itu mogok di tengah perlintasan kereta.""Posisi kendaraan busway TransJakarta koridor 8 rute Harmoni ke Lebak bulus bernopol B"
826,6511420,Kamis,12,1,2023,"Truk Kecelakaan di Gatsu Penyebab Macet Parah Dievakuasi, Lalin Kini Lancar",Jakarta,detikNews,Ilham Oktafian," Truk bermuatan keramik mengalami kecelakaan di Jalan Gatot Subroto dekat flyover Kuningan, Jaksel. Truk itu kini sudah dievakuasi.Pantauan detikcom di lokasi pada Kamis (12/1/2023), kecelakaan tersebut terjadi di samping kanan flyover Kuningan, tepatnya arah Semanggi. Sisa keramik saat ini dibersihkan.Tampak sejumlah orang menyingkirkan keramik yang tercecer di dekat trotoar. Mereka memisahkan keramik yang rusak dan yang masih bisa digunakan. Sisa"
827,6511350,Kamis,12,1,2023,"Klub Moge Ingin Masuk Tol: Nggak Tiap Hari, Cuma Sabtu-Minggu",Jakarta,detikOto,Ridwan Arifin," Motor Besar Club Indonesia (MBCI) ingin mendapatkan akses masuk tol. Keinginan klub motor gede ini bisa melewati tol hanya saat waktu tertentu saja.""Nggak.. hanya Sabtu, Minggu saja sudah kita masuk tol. Mau setiap hari emangnya kita nggak kerja, bro?"" kata Irianto Ibrahim, selaku Presiden Motor Besar Club Indonesia (MBCI) saat dihubungi detikcom, Rabu (12/1/2023).Keinginan agar motor gede bisa masuk jalan tol ini sudah digaungkan sejak lama, namun tak mendapat realisasi. Irianto mengungkapkan, salah satu alasan pihaknya meminta moge bisa masuk tol adalah utuk menghindari polemik yang terjadi ketika berpapasan dengan masyarakat atau pengguna jalan lain di jalan non"
828,6511349,Kamis,12,1,2023,"Alami Rem Blong, Truk Tronton Tabrak 2 Warung di Bogor",Jakarta,detikNews,Rizky Adha Mahendra," Sebuah truk tronton menabrak dua warung warga di kawasan Simpang Kadaka, Kecamatan Cigudeg, Kabupaten Bogor. Kecelakaan itu terjadi karena truk mengalami rem blong.""Diakibatkan rem blong, sebuah mobil truk menabrak dua warung hingga mengalami kerusakan,"" kata Kapolsek Cigudeg Kompol Wagiman melalui keterangannya, Kamis (12/1/2023).Baca juga: Truk Rem Blong Tabrak Mobil"
829,6511293,Kamis,12,1,2023,Ini Truk Kecelakaan di Gatsu Jakarta yang Bikin Lalin Macet Pagi Ini,Jakarta,detikNews,Isal Mawardi," Kecelakaan truk di Jalan Gatot Subroto, Jakarta, di samping flyover Kuningan menyebabkan macet parah pagi ini. Begini kondisi truk tersebut.Dari akun Twitter @TMCPoldaMetro seperti dilihat, Kamis (12/1/2023), tampak truk sumber kemacetan itu berwarna kuning. Truk tersebut terlihat menabrak pembatas jalan dan tanaman tepi jalan.Posisi truk juga sedikit miring ke kanan. Tidak begitu jelas muatan truk tersebut.                Sejumlah petugas patroli TransJakarta dan pasukan oranye DKI Jakarta terlihat berada di sekitar lokasi kecelakaan. Petugas kepolisian juga sudah stand by di lokasi. Beberapa mobil dan motor terlihat memadati jalur tersebut.Lalin arah Semanggi macet parah (Tiara/detikcom)Baca juga: Ada Kecelakaan Truk di Gatsu, Lalin Jakarta Pagi Ini Macet hingga Cawang""Sebuah kendaraan truk mengalami kecelakaan menabrak pembatas jalur trotoar di samping flyover Kuningan Jl Gatot Subroto menuju arah Semanggi, saat ini sedang dalam proses evakuasi oleh petugas, situasi arus lalu lintas mengalami tersendat,"" tulis @TMCPoldaMetro.Kecelakaan itu berimbas pada kemacetan panjang di sejumlah titik. Salah satunya kemacetan sampai Cawang.""Kalau jalan arterinya itu kepadatan sudah sampai MT Haryono, sampai kurang lebih sekitaran BPK,"" kata petugas call center NTMC, Wiwi, kepada wartawan.Wiwi mengatakan kemacetan juga terjadi di jalur Tol Jagorawi. Saat ini petugas sudah berada di lokasi untuk evakuasi truk kecelakaan akibat menabrak pembatas jalur trotoar.""Saat ini sedang dalam proses evakuasi oleh petugas,"" katanya.Simak juga Video: Penampakan Uang Miliaran Berhamburan di Sumbar gegara Mobil Terbalik[Gambas:Video 20detik](idn/imk)macet jakarta macet jabodetabek truk kecelakaan "
830,6511268,Kamis,12,1,2023,"Ada Kecelakaan Truk di Gatsu, Lalin Jakarta Pagi Ini Macet hingga Cawang",Jakarta,detikNews,Indra Komara," Kecelakaan truk terjadi di Jalan Gatot Subroto, tepatnya di samping flyover Kuningan, Jakarta Selatan. Imbas kecelakaan itu, lalu lintas ke arah Semanggi macet parah.""Kalau jalan arterinya itu kepadatan sudah sampai MT Haryono, sampai kurang lebih sekitaran BPK,"" kata petugas call center NTMC, Wiwi, kepada wartawan, Kamis (12/1/2023).Baca juga: Polda Metro Dukung Kebijakan Jalan Berbayar, Harap Kurangi Macet DKILalin arah Semanggi macet parah. (Tiara/detikcom)Wiwi mengatakan kemacetan juga terjadi di jalur Tol Jagorawi. Saat ini petugas sudah berada di lokasi untuk mengevakuasi truk yang mengalami kecelakaan akibat menabrak pembatas jalur trotoar itu.                ""Saat ini sedang dalam proses evakuasi oleh petugas,"" katanya.Berdasarkan pantauan pukul 08.50 WIB, kemacetan sudah sampai Cawang. Macet terlihat di Tol Jagorawi maupun jalan arteri. Sementara itu, arah sebaliknya lancar.Lihat juga Video: Penampakan Uang Miliaran Berhamburan di Sumbar gegara Mobil Terbalik[Gambas:Video 20detik](idn/isa)kecelakaan macet jakarta macet jabodetabek "
831,6511171,Kamis,12,1,2023,Klub Moge Minta Boleh Masuk Tol: Kita Sudah Bayar Pajak Belasan Juta Setahun,Jakarta,detikOto,Ridwan Arifin," Irianto Ibrahim, selaku Presiden Motor Besar Club Indonesia (MBCI) mengungkapkan alasan di balik usulan motor gede (moge) boleh melintasi jalan tol alias bebas hambatan. Salah satu alasan moge boleh masuk tol adalah untuk menghindari keresahan masyarakat ketika melewati jalur"
832,6511120,Kamis,12,1,2023,5 Fakta Ngeri Demo Peru: Polisi Dibakar dan Jatuh Puluhan Korban Jiwa,Lima,detikNews,Tim detikcom,  Ngerinya demo antipemerintah di Peru menelan puluhan korban. Satu orang polisi yang sedang patroli diserang lalu dibakar dalam unjuk rasa ini.Berikut fakta
833,6511080,Kamis,12,1,2023,Mobil Dikemudikan Lansia Terjatuh ke Jurang Sedalam 20 Meter di Sibolga,Medan,detikSumut,Finta Rahyuni," Mobil Isuzu Panther terjatuh ke jurang sedalam 20 meter di Sibolga, Sumatera Utara (Sumut). Mobil itu dikemudikan seorang pria lanjut usia (lansia) berinisial JVS (60).Peristiwa nahas itu terjadi saat korban sedang melintas di Jalan Sibolga"
834,6510991,Rabu,11,1,2023,Relawan Ganjar Sosialisasi Keselamatan Berkendara ke Sopir Truk Banten,Jakarta,detikNews,Sukma Nur," Relawan yang tergabung dalam Komunitas Sopir Truk Banten pendukung Ganjar Pranowo menggelar sosialisasi keselamatan berkendara untuk ratusan sopir truk. Kegiatan ini digelar di Jalan Legoso Raya No.8 Pisangan, Kecamatan Ciputat, Tangerang Selatan, Banten.Ketua Komunitas Sopir Truk Banten, Erman menjelaskan sosialisasi tersebut diberikan dalam rangka mencegah kecelakaan truk di jalan. Menurutnya, penting bagi sopir truk untuk memahami dan menaati peraturan lalu lintas serta memastikan kondisi kendaraan prima.""Tujuan acaranya itu supaya supir truk ini bisa mendapatkan pendidikan terkait keselamatan untuk mencegah kecelakaan agar mereka tetap aman berkendara di jalan,"" kata Erman dalam keterangan tertulis, Rabu (11/1/2023).                Dalam sosialisasi tersebut, para sopir truk dijelaskan materi berbagai peraturan yang ada di jalan untuk menghindari kecelakaan. Para sopir truk juga diedukasi tentang cara menjaga kondisi kendaraan, seperti penggunaan safety belt, pengecekan ban, oli, hingga radiator.Baca juga: Deretan Artis Top Meriahkan Ganjar Pranowo Festival Edisi Yogyakarta""Sosialisasi kami tentang bagaimana para supir truk ini menjaga keselamatan berkendara di jalan. Jadi pengecekan ban, pengecekan oli, air radiator, dan yang lain"
835,6510438,Rabu,11,1,2023,"Horor Unjuk Rasa di Peru, Polisi Dibakar Hidup-hidup",Peru,detikJabar,Tim detikNews," 47 orang dilaporkan tewas dalam insiden unjuk rasa yang berawal sejak lengsernya mantan Presiden Peru Pedro Castillo. Tragedi itu juga menelan korban jiwa dari pihak kepolisian dengan cara yang mengenaskan.Mengutip detikNews dari Associated Press, Rabu (11/1/2023) insiden itu bermula ketika polisi bernama Jose Luis Soncco Quispe, yang berusia 29 tahun, sedang berpatroli dengan seorang rekan polisi lainnya di Juliaca, sebuah kota dekat perbatasan Peru dengan Bolivia dan Danau Titicaca, pada Senin (9/1) malam waktu setempat.Baca juga: Elon Musk Hilang Uang Rp 2.800 T hingga Pecahkan Rekor DuniaSaat bertugas, tiba"
836,6510825,Rabu,11,1,2023,"Pintu Truk Boks Dinsos Bojonegoro Tiba-tiba Terbuka, 4 Orang Jatuh-1 Tewas",Bojonegoro,detikJatim,Ainur Rofiq, Truk boks milik Dinas Sosial Bojonegoro yang sedang membawa barang
837,6510800,Rabu,11,1,2023,Bahaya Moge Diizinkan Masuk Tol: Kalau Dicampur Makin Kacau!,Jakarta,detikOto,Ridwan Arifin," Pakar keselamatan berkendara, Instruktur dan Founder Jakarta Defensive Driving Consulting (JDDC) Jusri Pulubuhu merespons keinginan klub motor gede untuk bisa diizinkan masuk tol. Menurutnya budaya tertib berlalu lintas di tol tanpa motor masih memprihatinkan.Jusri mengungkapkan kebiasaan menyetir yang salah di tol yang pertama ialah fenomena lane hogger. Padahal lajur kanan hanya diperuntukkan menyalip kendaraan lain, setelah berhasil mendahului maka seharusnya pindah ke lajur sebelah kiri jika sudah kosong alias tidak ada kendaraan lain.""Ketertiban berlalu lintas di Indonesia tidak mencerminkan ketika berada di jalan tol. Kita lihat lajur untuk menyalip jadi lajur lane hogger, sehingga banyak orang tidak sabar mengambil bahu jalan sebagai jalur lintas cepat,"" ujar Jusri saat dihubungi detikcom, Rabu (11/1/2023).                ""Ketertiban lane exercise atau ketertiban berlajur di Indonesia belum menjadi suatu kebutuhan dari kenyamanan dan keselamatan ketika berada di jalan tol. Ketertiban berlajur di jalan bebas hambatan seperti tol yang berbayar, itu sebenarnya adalah sumber kelancaran lalu lintas di jalan tol,"" sambung dia.Baca juga: Klub Moge Minta Dikasih Masuk Tol, Bermodal Sudah Touring Keliling DuniaItu baru satu contoh kebiasaan yang belum tepat di jalan tol. Belum lagi batasan kecepataan saat berada di tol. Tak jarang pengguna kendaraan bermotor langsung ngegas ketika melihat jalan sepi.""Behaviour pengguna kendaraan bermotor, dan itu (jalan sepi geber) manusiawi ketika pemahaman tentang keselamatan mereka masih rendah, naluri yang akan mendorong mereka melakukan hal tersebut. Begitu mereka lihat jalan sepi, mereka akan geber. Kemudian tingkat kewaspadaan akan turun,"" ujar Jusri.""Itu dari kesadaran masyarakat yang masih rendah, masyarakat yang punya awareness sudah tinggi tentang keselamatan. Mereka akan menurunkan kecepatan ketika jalan sepi. Kenapa? karena jalan raya adalah ruang publik,"" tambah dia.Jusri melanjutkan faktor keselamatan lain yang perlu diperhatikan ialah tingkat bahaya ketika mengendarai sepeda motor. Dia bilang tubuh dalam kondisi 'full body contact' bisa bersentuhan langsung objek sepert aspal, ban, dan benda lain. Berbeda dengan moda transportasi lain seperti mobil, yang diproteksi mulai dari body kendaraan, seat belt bahkan ada air bag.Baca juga: SIM C1 Segera Berlaku: Moge Uji Praktik Disiapkan, Syarat Umur Bukan 17 Tahun""Pengendara roda dua sangat rentan dengan cedera serius. Mereka kalau terjadi kecelakaan langsung full body contact. Tidak ada barrier, tidak ada pelindung,"" ujar Jusri.""Sepeda motor, merupakan kendaraan bermotor tidak pernah mengenal kata stabil, yang ada seimbang. Terlalu pelan bisa turun kaki, terlalu cepat hilang kendali,"" tambah dia.Sebenarnya Indonesia punya jalan tol yang bis dilewati motor. Misalnya jembatan tol Surabaya"
838,6510778,Rabu,11,1,2023,"Sempat Kabur, Sopir Tabrak Remaja Hadang Truk di Bogor Ditangkap",Jakarta,detikNews,Muchamad Sholihin,"  Sopir truk yang melarikan diri usai menabrak remaja setop truk di Jl Sholeh Iskandar, Kota Bogor, ditangkap polisi. Sopir truk yang ditangkap berinisial AR (30).""Untuk perkara tabrak lari TKP (tempat kejadian perkara) Jl Sholeh Iskandar, Kecamatan Tanah Sareal, Kota Bogor, untuk pelaku berikut barang bukti berupa dump truck telah diamankan oleh Unit Gakkum Sat Lantas Polresta Bogor Kota,"" kata Kapolresta Bogor Kota Kombes Bismo Teguh Prakoso, Rabu (11/1/2023).Baca juga: Polisi Selidiki Motif Konten di Balik Aksi Maut Pemuda Hadang Truk di BogorSementara itu, Kasat Lantas Polresta Bogor Kota Kompol Galih Apria mengatakan sopir AR telah ditetapkan sebagai tersangka berdasarkan olah TKP.                ""Dilihat dari beberapa bukti, saksi, terutama CCTV dan sebagainya, kita tetapkan yang bersangkutan sebagai tersangka,"" kata Galih dikonfirmasi terpisah.Karena perbuatannya, tersangka AR dijerat dengan pasal 312 Undang"
839,6510567,Rabu,11,1,2023,"Moge Bisa Masuk Tol di Luar Negeri, Kenapa di RI Nggak?",Jakarta,detikFinance,Aulia Damayanti," Komunitas Motor Besar Club Indonesia (MBCI) menyebut di sudah banyak negara yang mengizinkan motor gede atau moge melintas di jalan tol. Sedangkan di Indonesia sampai saat ini memang dilarang untuk kendaraan roda dua, kecuali ada jalur khusus.Ketua Institut Studi Transportasi (Instran) Darmaningtyas jika moge bisa melintas di jalan tol akan rawan kecelakaan. Jika dibandingkan dengan negara lain yang sudah mengizinkan, menurutnya ada perbedaan culture atau budaya berlalu lintas antara Indonesia dan negara lain.""Mereka (negara lain) masuk tol itu di sisi tengah terus, sisi kanan terus. Kita ini kan zig"
