conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,73E+18;Thu Nov 16 16:47:21 +0000 2023;5775;Tetap bangga dengan Skuad pilihan STY. Semangat jangan pernah padam 5-1 hanyalah angka! Tambah lagi 10 pemain Naturalisasi demi cita-cita Timnas kita mendunia! Bangkit Garuda https://t.co/r4zURTvGeW;1,73E+18;https://pbs.twimg.com/media/F_EeqX5bQAUqD_p.jpg;;in;Ngadi King of The South;72;584;464;https://x.com/MafiaWasit/status/1725193851932119288;2794327166;MafiaWasit
1,80E+18;Sat Jun 22 21:34:46 +0000 2024;52;Andaikan pemain ini pemain Timnas Indonesia🇮🇩 sudah pasti medsos nya diserbu https://t.co/z2DYDOpvRx;1,80E+18;https://pbs.twimg.com/amplify_video_thumb/1804554594879455234/img/xACZ9CDYXvt5X7wf.jpg;;in;;1;5;3;https://x.com/bahaspemainbola/status/1804629124369318171;7,53E+17;bahaspemainbola
1,80E+18;Wed Jun 19 10:46:29 +0000 2024;19;️ https://t.co/FMP6FluM6U;1,80E+18;https://pbs.twimg.com/media/GQbjePvaIAEvinT.jpg;TimnasIndonesia;qme;Indonesia;14;3;3;https://x.com/TimnasIndonesia/status/1803378815324004491;1,68E+18;TimnasIndonesia
1,80E+18;Fri Jun 21 06:05:34 +0000 2024;478;️‍️‍️ 𝐏𝐨𝐬𝐢𝐭𝐢𝐯𝐞 𝐬𝐩𝐢𝐫𝐢𝐭 pada latihan semalam. ‣ #KitaGaruda https://t.co/5I6FYKEWWd;1,80E+18;https://pbs.twimg.com/media/GQk2WsIaoAA_ids.jpg;;in;Indonesia;2;6;48;https://x.com/TimnasIndonesia/status/1804032897894240258;1,68E+18;TimnasIndonesia
1,80E+18;Wed Jun 19 01:33:17 +0000 2024;358;iya baru didaftarkan itu kita lihat MILF akan meradang ga? Kalau PSSi atau ada individu berniat menguasai Merek Logo Garuda Pancasila dengan tujuan komersil kita larang aja Timnas Menggunakan lambang Garuda Pancasila di dada? Pakai aja logo PSSi dikasih APBN minta jantung..T https://t.co/AQ4mN3X0W0;1,80E+18;https://pbs.twimg.com/media/GQZk2oOboAAyEH8.jpg;;in;Ngadi King of The South;7;32;81;https://x.com/MafiaWasit/status/1803239597247439004;2794327166;MafiaWasit
1,80E+18;Sun Jun 16 22:00:01 +0000 2024;394;PROTES MANNERS ️ Publik Polandia mengecam gesture Ronald Koeman yg tak berdiri saat timnas Polandia Michal Probierz ingin berjabat tangan. Publik Polandia menilai Koeman tak menghargai Probierz. https://t.co/9ER0MCfTKr;1,80E+18;https://pbs.twimg.com/ext_tw_video_thumb/1802340950884093952/pu/img/mhlSlNqzHP7er7zG.jpg;;in;Indonesia;7;51;21;https://x.com/medioclubID/status/1802461154180313137;2779927232;medioclubID
1,76E+18;Sat Mar 02 12:00:20 +0000 2024;32142;Halo warga Yuk jajaan emping punya Bang Kurnia Meiga Fyi dia mantan kiper Timnas Indonesia https://t.co/Z9Nujv40iS;1,76E+18;https://pbs.twimg.com/media/GHqfFOTakAAdpmG.jpg;;in;Indonesia;262;395;5674;https://x.com/tanyakanrl/status/1763897121542152220;1,33E+18;tanyakanrl
1,66E+18;Sun May 14 07:15:06 +0000 2023;5752;Bek Timnas Thailand U-22 sarankan pendukung Indonesia tak perlu datang ke laga final sepak bola putra pada Selasa (16/5) mendatang. Ada komentar Sob? https://t.co/oSmRzr7IAZ;1,66E+18;https://pbs.twimg.com/media/FwEj-cpagAIadtz.jpg;;in;;478;1405;358;https://x.com/Sport77Official/status/1657645697817272322;1,44E+18;Sport77Official
1,79E+18;Thu May 02 18:18:19 +0000 2024;53;cw // crossover Timnas tehe! Lemes gini mau daily genshin abis liat Timnas kita kalah :( https://t.co/bncVU6wxup;1,79E+18;https://pbs.twimg.com/media/GMl-lBsaYAAw0jI.jpg;;in;KIRIM MENFESS DI DM 💌 (OPEN);1;7;1;https://x.com/paimonfess/status/1786097906568831405;1,32E+18;paimonfess
1,72E+18;Sat Oct 21 00:23:39 +0000 2023;22385;Pemain Timnas Indonesia main di Club Korea Selatan langsung jadi ideola Warga Korea https://t.co/dLdkBHeanQ;1,72E+18;https://pbs.twimg.com/ext_tw_video_thumb/1715520918607605760/pu/img/L8hCYWW5YGOD4wGe.jpg;;in;Indonesia;598;697;4110;https://x.com/Heraloebss/status/1715524209571701246;1,25E+18;Heraloebss
1,80E+18;Sat Jun 15 04:58:14 +0000 2024;783;tulang punggung timnas vs beban timnas https://t.co/hVs6tlCB01;1,80E+18;https://pbs.twimg.com/media/GQFtaG-bEAE1QEk.jpg;;in;;5;64;19;https://x.com/apipgavi_/status/1801841624244490567;1,22E+18;apipgavi_
1,80E+18;Sun Jun 16 12:26:01 +0000 2024;15775;Timnas Pusat https://t.co/iEY9s2606Z;1,80E+18;https://pbs.twimg.com/media/GQMdcpYaEAAtm34.jpg;;in;;210;447;1025;https://x.com/idextratime/status/1802316701834547620;1,22E+18;idextratime
1,79E+18;Wed May 15 01:36:24 +0000 2024;9284;Beberapa hal yang harus lo tau sebelum nonton FIFA Match Day Indonesia vs Filipina &amp;;;;;;;;;;;
1,80E+18;Sat Jun 15 09:57:48 +0000 2024;1027;MEMBLUDAK Permintaan tiket untuk menyaksikan sesi latihan terbuka timnas Portugal mencapai 50.000 lembar. ️ Sedangkan tiket yang tersedia hanya 6.000 lembar yang habis dalam hitungan detik. @nwnews https://t.co/5yMjX2D2mF;1,80E+18;https://pbs.twimg.com/amplify_video_thumb/1801654252030345216/img/_ZLLNfXF9qyBNDmD.jpg;;in;;19;137;58;https://x.com/idextratime/status/1801917010919694813;1,22E+18;idextratime
1,69E+18;Sat Aug 12 10:17:35 +0000 2023;270;Babu! Partyan andalan kalian yang bikin kalian ngerasa anjayy jadi ez apa? Kalo sender timnas beku ini https://t.co/jFrOnDwnW5;1,69E+18;https://pbs.twimg.com/media/F3Us1J7bIAAe-6B.jpg;;in;;116;161;10;https://x.com/babufess/status/1690306530116243456;1,37E+18;babufess
1,79E+18;Thu May 09 15:10:21 +0000 2024;31;Thank you Timnas ️ https://t.co/CRCHd48lGG;1,79E+18;https://pbs.twimg.com/media/GNJWrarb0AAPSUI.jpg;;en;Indonesia;0;5;10;https://x.com/tanyarlfes/status/1788587317508329811;1371650588;tanyarlfes
1,80E+18;Sat Jun 22 15:38:23 +0000 2024;1522;Erick Thohir Tak Larang Shin Tae-yong Latih Korea Selatan Shin Tae-yong tahu bahwa tanpa dukungan PSSI tanpa kualitas pemain tidak mungkin timnas sampai di sini tegas Erick Thohir. Selengkapnya: https://t.co/8Sjp99p0sU https://t.co/6NLN9dFTKC;1,80E+18;https://pbs.twimg.com/media/GQsCoHpaYAA57q4.jpg;;in;Jakarta, Indonesia;93;178;79;https://x.com/makanbolaID/status/1804539437323362813;1,68E+18;makanbolaID
1,76E+18;Fri Feb 16 15:06:26 +0000 2024;10318;Timnas AMIN: Server KPU Punya Algoritma Sistem yang Diatur Satu Paslon Menang https://t.co/BMnFRHwjAb;1,76E+18;https://pbs.twimg.com/ext_tw_video_thumb/1758507911788306432/pu/img/ZOss5IdDz6LtRkfh.jpg;;in;Jakarta Capital Region;134;364;4043;https://x.com/Mdy_Asmara1701/status/1758508137311768924;1,33E+18;Mdy_Asmara1701
1,80E+18;Fri Jun 21 12:50:36 +0000 2024;869;Fabio Azka Irawan - The Next Pratama Arhan di Timnas U-16 Bek Timnas Indonesia Pratama Arhan menjadi fenomenal lantaran lemparan jarak jauhnya. Di Timnas U-16 muncul bibit baru Fabio Azka Irawan yang memiliki bakat serupa. Iya mirip Arhan lah tapi dia memang masih butuh https://t.co/EX5bO7Dzca;1,80E+18;https://pbs.twimg.com/media/GQmSulRakAI2Jeo.png;;in;Stadion GBK;16;26;95;https://x.com/InfosuporterID/status/1804134826079060178;4379131152;InfosuporterID
1,80E+18;Sun Jun 16 00:50:37 +0000 2024;5;Berikut jadwal pertandingan malam ini! Yakin ga nih tahun ini Football is coming home buat fans timnas Inggris? 🇵🇱 v 🇳🇱LIVE 19.30 WIB 🇸🇮 v 🇩🇰 LIVE 22.30 WIB 🇷🇸 v󠁧󠁢󠁥󠁮󠁧󠁿 LIVE 01.30 WIB Streaming pertandingannya di RCTI+ SuperApp Cek link https://t.co/i3dSqHt8Sn #RCTIPlusSports https://t.co/s2a2ttyc9k;1,80E+18;https://pbs.twimg.com/media/GQJ-MmpasAA1Bu9.jpg;;in;Jakarta Capital Region;0;1;1;https://x.com/RCTIPlus/status/1802141698191180104;1,12E+18;RCTIPlus
1,79E+18;Thu May 02 18:21:37 +0000 2024;10295;Mungkin banyak yang kesel dengan permainan Timnas malam ini wajar. Tapi mereka sudah berjuang sekuat tenaga. Jangan dihujat Kalau tak siap mendukung saat kalah jangan bersorak saat Timnas menang. Masih ada kesempatan lolos Olimpiade lewat jalur Playoff lawan Guinea Semoga https://t.co/rRFZFEhc0Q;1,79E+18;https://pbs.twimg.com/media/GMl-zo7bMAAPevG.jpg;;in;Stadion GBK;190;338;2156;https://x.com/InfosuporterID/status/1786098738009891224;4379131152;InfosuporterID
1,80E+18;Sat Jun 15 02:06:29 +0000 2024;102;Selain timnas sepakbola ada juga ternyata cabor lain yg diserang Heavy Rotation bahkan sampe atletnya https://t.co/Qp9LBFpq7f;1,80E+18;https://pbs.twimg.com/media/GQFGEnRXMAA7e3_.jpg;;in;CARA KIRIM MENFESS;0;8;2;https://x.com/vvotanet/status/1801798402180583555;1,39E+18;vvotanet
1,80E+18;Fri Jun 21 14:43:51 +0000 2024;742;2 pemain diaspora keturunan mendapat undangan bergabung dalam TC Timnas Wanita Indonesia. Mereka adalah Estella Loupatty (20/Winger/SC Telstar) &amp;;;;;;;;;;;
1,80E+18;Sun Jun 16 05:30:00 +0000 2024;4071;Sandy 𝐒𝐮𝐧𝐝𝐚𝐲 Sayuri ‣ #KitaGaruda https://t.co/J1y5YfHN9x;1,80E+18;https://pbs.twimg.com/media/GQKzwmSbQAAYKia.jpg;;in;Indonesia;59;56;364;https://x.com/TimnasIndonesia/status/1802212006235382199;1,68E+18;TimnasIndonesia
1,80E+18;Sun Jun 23 06:17:22 +0000 2024;6;Thread Khusus Untuk Timnas Indonesia U-18/19/20 2023-2025 untuk Piala AFF U-19 2024 Kualifikasi Piala Asia U-20 2025 Piala Asia U-20 2025 dan Piala Dunia U-20 2025 A THREAD https://t.co/kwQ66pjx03;1,80E+18;https://pbs.twimg.com/media/GQvMPGtbsAA213z.jpg;;in;;0;4;3;https://x.com/wunderkid_id/status/1804760643490480193;1,80E+18;wunderkid_id
1,80E+18;Tue Jun 18 09:05:33 +0000 2024;2371;Manajer Timnas Slovakia ‼️ Ada yang bisa tebak dia siapa? #EURO2024 https://t.co/M44JFQ0pmy;1,80E+18;https://pbs.twimg.com/media/GQWCySiaUAA7Slg.jpg;;in;;219;784;142;https://x.com/registaco/status/1802991028896456810;1,16E+18;registaco
1,80E+18;Fri Jun 21 07:17:40 +0000 2024;9;Timnas Indonesia U16 siap! Garuda Muda siap mempertahankan gelar Juara #AseanU16BoysChampionship Saksikan laga pertamanya Indonesia melawan Singapore Jumat 21 Juni 2024 pukul 19.00 WIB dari Stadion Manahan dan saksikan tayangannya di Indosiar dan Vidio AYO INDONESIA🇮🇩 https://t.co/4vkFmGbNLe;1,80E+18;https://pbs.twimg.com/media/GQlGzZUakAIhdsD.jpg;;in;Indonesia;0;0;4;https://x.com/Indosiar/status/1804051039336960249;351999221;Indosiar
1,78E+18;Fri Apr 26 16:22:42 +0000 2024;25239;Chung Monggyu Ketua Korean Football Association menundukkan kepala meminta maaf atas kegagal timnas Sepakbola Korea Selatan mencapai Olimpiade untuk pertama kalinya dalam 40 tahun terakhir. Kritikan bertubi-tubi ditujukkan pada KFA yang terus melakukan blunder dengan https://t.co/6kP33jXhW9;1,78E+18;https://pbs.twimg.com/media/GMGqdR2aUAA5aOX.png;;in;TMIHarini;696;295;2807;https://x.com/tang__kira/status/1783894483169574917;1211794832;tang__kira
1,69E+18;Wed Aug 23 09:24:05 +0000 2023;4713;Timnas voli putra Indonesia hampir saja mencatat sejarah penting mengalahkan Korea Selatan. Sudah unggul 2-1 sudah mencapai match point tetapi sayang akhirnya kandas dgn skor tipis 2-3. Indonesia gagal ke QF tetapi ini sinyal yg kuat bahwa tim voli Indonesia punya potensi https://t.co/MQbvNh5Min;1,69E+18;https://pbs.twimg.com/media/F4NKEu1bUAABYpZ.jpg;;in;Indonesia;155;315;878;https://x.com/ainurohman/status/1694279332842312170;132276059;ainurohman
1,80E+18;Fri Jun 21 13:48:21 +0000 2024;9;MILLS x @biruberbagi NEW HOPE NEW LIFE Berkolaborasi dengan salah satu pemain Timnas Indonesia! Siapa kah dia? Kalo penasaran follow dulu @biruberbagi Pengen bantu penyandang disabilitas sekaligus punya jerseynya? Bisa klik link https://t.co/tJYSwx897N Masukan kode https://t.co/TnFTYefTCL;1,80E+18;https://pbs.twimg.com/media/GQmgPz7b0AAE8qz.jpg;;in;Indonesia;0;0;1;https://x.com/indosupporter/status/1804149359942209811;110109093;indosupporter
1,80E+18;Fri Jun 21 01:05:12 +0000 2024;1340;🆚 Stadion Manahan MALAM INI | 19.30 WIB ASEAN U-16 Boys Championship ‣ #KitaGaruda https://t.co/ghf9AX2f4M;1,80E+18;https://pbs.twimg.com/media/GQjxmw6aQAAxfyt.jpg;;in;Indonesia;47;40;171;https://x.com/TimnasIndonesia/status/1803957305882611978;1,68E+18;TimnasIndonesia
1,80E+18;Sun Jun 16 07:19:25 +0000 2024;10098;Pelatih timnas Indonesia Shin Tae-Yong: Sebenarnya ranking FIFA timnas Indonesia adalah yang terendah di antara 18 negara di putaran ketiga kualifikasi piala dunia 2026. Untuk lolos ke piala dunia 2026 kami harus berharap ada keajaiban. : bolacomid : JPNN https://t.co/htQf6xXRDl;1,80E+18;https://pbs.twimg.com/media/GQLXT41a0AAhG1t.jpg;;in;;63;217;701;https://x.com/gilabola_ina/status/1802239542113829214;1,17E+18;gilabola_ina
1,65E+18;Fri Apr 28 12:16:38 +0000 2023;5135;Kalo bahas nominal jelas kalah lah sumbangan dari Indonesia ketimbang negara Arab belum lagi kena sunat sana-sini. Tapi ingat juga Indonesia sampai merelakan tuan rumah Piala Dunia U-20 2023 demi bela Palestina. Terpaksa rela anak muda di timnas gagal mempertontonkan https://t.co/AKEchp7DD4;1,65E+18;https://pbs.twimg.com/media/FuzPfQwaYAMHc45.jpg;;in;;154;642;585;https://x.com/iIhamzada/status/1651923376536178689;4739247200;iIhamzada
1,80E+18;Sun Jun 02 13:05:27 +0000 2024;8960;Suporter timnas Indonesia yg protes soal fenomena banyak cewek ke stadion cari pemain ganteng berarti gak tahu momen di foto ini. Umur segitu masih baru masuk SD kali ya? https://t.co/RajECFt0fw;1,80E+18;https://pbs.twimg.com/media/GPEgQIQaAAAyW_7.jpg;;in;Indonesia;647;426;1048;https://x.com/mildandaru/status/1797253193526882399;81307919;mildandaru
1,76E+18;Wed Feb 14 14:59:37 +0000 2024;10862;Insya Allah Kita MENANG Ayo Bangun !! Quick Count itu sama dengan survei Denger nih Kata Kapten TimNas Pak Jendral Sauqi Masa iya sudah sepuluh tahun dikadalin kang surpei masih shock aja Lihat tuh sama kan alurnya kek 2019 Belum apa-apa dah keluar hasil QC menang.. https://t.co/JyrX6CIm8Y;1,76E+18;https://pbs.twimg.com/amplify_video_thumb/1757781240185593856/img/23gZzBDWGWzvKm4m.jpg;;in;Jakarta Capital Region;158;395;4548;https://x.com/DrEvaChaniago/status/1757781646219317282;1355632532;DrEvaChaniago
1,69E+18;Thu Aug 17 07:22:35 +0000 2023;3283;Waktu Tragedi Kanjuruhan semua pengurus PSSI berlindung di balik regulasi. Kok sekarang malah minta dimengerti untuk melanggar? Lagian kalau fokusnya pembinaan bukankah sudah tepat timnas pakai pemain yang beneran butuh jam terbang di kompetisi kelompok umur? https://t.co/zjcHshcFAl;1,69E+18;https://pbs.twimg.com/media/F3t0uCeakAAdM0_.jpg;;in;Indonesia;247;561;1402;https://x.com/panditfootball/status/1692074427327107134;947281567;panditfootball
1,80E+18;Tue Jun 18 16:52:19 +0000 2024;3619;Wak Haji Dicoret Groningen Via Voetbal International pelatih Groningen mengaku tak memiliki tempat dalam skuadnya untuk penggawa Timnas Indonesia Ragnar Oratmangoen Semoga segera menemukan pelabuhan baru bro Selengkapnya https://t.co/BX8Dh3RUCM #RumorTransfer https://t.co/XV0nHBQEtS;1,80E+18;https://pbs.twimg.com/media/GQXtnl7aIAIWNlR.jpg;;in;Indonesia;84;159;185;https://x.com/GOAL_ID/status/1803108492708028887;27197792;GOAL_ID
1,80E+18;Fri Jun 21 13:07:07 +0000 2024;1372;Baru sadar ketika Bambang Pamungkas cetak gol ke gawang Bahrain di Piala Asia 2007 pemain-pemain Timnas U-16 yang main malem ini belum pada lahir Kita sudah tuaaaa. https://t.co/QkglTLLLGB;1,80E+18;https://pbs.twimg.com/media/GQmWOUjakAIVJIr.jpg;;in;;23;35;128;https://x.com/garistengah_id/status/1804138984832196760;153755463;garistengah_id
1,75E+18;Wed Jan 24 13:38:55 +0000 2024;10857;PERTAHANKAN SHIN TAE-YONG Dg skuad yg rata2 usia muda di Piala Asia kali ini sepertinya masa depan cerah bagi timnas Indonesia. Tentu apabila berada di tangan yg tepat. Dan menurut saya yg tepat itu adalah STY. Tinggal PSSI perbaiki kompetisi dan pembinaan usia dini. https://t.co/dgKWYLVOcY;1,75E+18;https://pbs.twimg.com/media/GEnJO-ZaIAA-6Dk.jpg;;in;;153;444;2463;https://x.com/iIhamzada/status/1750151193081356601;4739247200;iIhamzada
1,80E+18;Mon Jun 17 09:40:31 +0000 2024;856;Defender Internasional Singapura Irfan Fandi resmi bergabung dengan Port FC! Irfan akan bahu membahu mengawal pertahanan Port FC bersama kapten Timnas Indonesia Asnawi Mangkualam! https://t.co/5OBSq5aS1p;1,80E+18;https://pbs.twimg.com/media/GQRBME9bcAAdRjY.jpg;;in;Indonesia;9;11;25;https://x.com/garagarabola_/status/1802637439993074104;1,04E+18;garagarabola_
1,78E+18;Fri Apr 26 00:41:00 +0000 2024;14890; Dulu gue cuma bocah SD yang nangis perkara laser 2010 Gak nyangka sekarang Timnas Indonesia main ke semifinal Piala Asian https://t.co/HKwFh8bC0B;1,78E+18;https://pbs.twimg.com/media/GMDTCT4aYAAPjMT.jpg;;in;Indonesia;492;338;1441;https://x.com/tanyakanrl/status/1783657495652905129;1,33E+18;tanyakanrl
1,80E+18;Thu Jun 20 13:38:23 +0000 2024;228;Para pemain Timnas Jerman dan keluarganya di Euro 2024 ️ https://t.co/5QxmkbEoj6;1,80E+18;https://pbs.twimg.com/media/GQhUZzKbIAA-dZq.jpg;;in;Indonesia;1;5;21;https://x.com/SpieltagIndo/status/1803784463077527871;1,04E+18;SpieltagIndo
1,80E+18;Mon Jun 17 07:01:41 +0000 2024;7;Media Irak Heran Suporter Timnas Indonesia Antusias dengan Kedatangan Ali Jasim ke Como 1907: Klub milik pengusaha Indonesia Hartono Bersaudara ini mengajak Ali Jasim untuk bergabung di Serie A musim depan. https://t.co/Zs2tSZgeiu https://t.co/hGfKMYWppF;1,80E+18;https://pbs.twimg.com/media/GQQc2GPaMAAPCfp.jpg;;in;Pulo Gadung, Indonesia;0;2;1;https://x.com/tvOneNews/status/1802597467881644535;55507370;tvOneNews
1,80E+18;Sun Jun 16 06:51:09 +0000 2024;16;Ga sabar mau nonton aksi timnas Inggris di Euro 2024. 󠁧󠁢󠁥󠁮󠁧󠁿 #euro2024 https://t.co/f1PMRNREUB;1,80E+18;https://pbs.twimg.com/media/GQLQ10eaMAAAQZQ.jpg;;in;;0;0;2;https://x.com/gilabola_ina/status/1802232426766454908;1,17E+18;gilabola_ina
1,80E+18;Sat Jun 15 03:01:18 +0000 2024;3;Akhirnya Justin Hubner Berani Jujur soal Isu Hubungan Spesial dengan Sabreena Dressler Bilang Begini ...: Bek timnas Indonesia Justin Hubner akhirnya menjawab soal isu kedekatannya dengan pesepakbola cantik Indonesia Sabreena Dressler usai keciduk https://t.co/DcLV1nrfUY https://t.co/kVbTvJvQoQ;1,80E+18;https://pbs.twimg.com/media/GQFSpXWbEAAqYsu.jpg;;in;Pulo Gadung, Indonesia;1;1;0;https://x.com/tvOneNews/status/1801812197867458901;55507370;tvOneNews
1,66E+18;Tue May 09 13:15:00 +0000 2023;4307;Konser Coldplay: 15 November FIFA Matchday: 13-21 November Timnas #Indonesia harus mencari stadion alternatif jika ingin menggelar laga kandang internasional pada November mendatang https://t.co/K5NbfXGd8p;1,66E+18;https://pbs.twimg.com/media/Fvr6OM8agAAljwB.jpg;;in;Indonesia;2235;1444;777;https://x.com/GOAL_ID/status/1655924329635545088;27197792;GOAL_ID
1,80E+18;Fri Jun 21 04:03:13 +0000 2024;62;Kejuaraan ASEAN BOYS U-16 Championship 2024 akan mulai digelar hari ini di Solo. Timnas U-16 Indonesia akan menghadapi Singapura U-16 malam nanti di stadion Manahan di laga pertama. Berikan yang terbaik Boys. Semoga para pemain bisa memberikan permainan terbaik. Goodluck!! https://t.co/KEPfuC6Oky;1,80E+18;https://pbs.twimg.com/media/GQkaW3KakAAQHaf.jpg;;in;Lapangan Futsal, Indonesia;0;0;12;https://x.com/Bolalob/status/1804002108083179741;141161798;Bolalob
1,80E+18;Sun Jun 16 04:04:24 +0000 2024;145;Pemain timnas Indonesia 🇮🇩 dengan face paling mirip &amp;;;;;;;;;;;
1,80E+18;Fri Jun 21 12:00:01 +0000 2024;25; Bagi kami sejak logo tersebut dipakai oleh Timnas sebenarnya logo tersebut sudah menjadi milik seluruh masyarakat indonesia. Jadi kami tidak pernah coba mendaftarkan logo tersebut Fajar Kepala Desain Mills https://t.co/k2YPHqiyLT;1,80E+18;https://pbs.twimg.com/media/GQlJfA6aYAA3GJQ.jpg;;in;Indonesia;0;2;6;https://x.com/JerseyLigina/status/1804122095187824701;519476744;JerseyLigina
1,80E+18;Fri Jun 21 07:15:20 +0000 2024;366;️ 𝐁𝐢𝐫𝐭𝐡𝐝𝐚𝐲 𝐁𝐨𝐲 #GarudaFans sertakan doa terbaik kalian untuk Ferarri (21): __ ‣ #KitaGaruda https://t.co/D49CzNsbjm;1,80E+18;https://pbs.twimg.com/media/GQlF0AaakAA8Bws.jpg;;in;Indonesia;12;13;34;https://x.com/TimnasIndonesia/status/1804050453975699716;1,68E+18;TimnasIndonesia
1,80E+18;Sat Jun 15 08:24:53 +0000 2024;4829; BREAKING: berita duka datang dari kiper Millwall &amp;;;;;;;;;;;
1,80E+18;Sat Jun 15 01:53:23 +0000 2024;47; Saya tidak menutup itu. Bukan tidak mungkin akan menjadi apparel utama Timnas Indonesia berikutnya. Tentu ada kesempatan karena saya melihat dari prestasi-prestasi Indonesia belakangan ini sangat sangat bagus Senior Activation Manager Adidas Indonesia Cinita Dewi Mayakatri https://t.co/o8CfXNVfxB;1,80E+18;https://pbs.twimg.com/media/GQFDGD5bEAMY0Bn.jpg;;in;Indonesia;3;19;15;https://x.com/JerseyLigina/status/1801795104581292396;519476744;JerseyLigina
1,80E+18;Thu Jun 20 15:10:19 +0000 2024;50;Starting Timnas Overrated Come on Danish🇩🇰 https://t.co/71V5XQ1tjz;1,80E+18;https://pbs.twimg.com/media/GQhpS1IaIAEQFZd.jpg;;en;;1;8;1;https://x.com/id_lgk/status/1803807601526030609;1,62E+18;id_lgk
1,80E+18;Sun Jun 16 13:01:30 +0000 2024;34;Timnas yg skrg sebagian besar turunan Hindia Belanda kan? Lagu kebangsaannya sama kan? Hup hup.. Ngusep maniaaa https://t.co/wd6HYLWPCF;1,80E+18;https://pbs.twimg.com/media/GQMlmh-bYAA_x8q.jpg;;in;Babylon, Candrabhāgā;0;4;15;https://x.com/Mah5Utari/status/1802325628785721619;83767750;Mah5Utari
1,75E+18;Thu Jan 25 17:01:08 +0000 2024;10646; OFFICIAL TIMNAS 🇮🇩INDONESIA LOLOS KE BABAK 16 BESAR PIALA ASIA 2024 SKUAT GARUDA DIPASTIKAN LOLOS DARI FASE GRUP SEBAGAI EMPAT 3RD PLACE TERBAIK! KEPASTIAN DIDAPAT SETELAH POSISI TIMNAS INDONESIA DI KLASEMEN 3RD PLACE TERBAIK BERADA DI POSISI KE-4 DUA DARI https://t.co/xUoj0vEmY8;1,75E+18;https://pbs.twimg.com/media/GEtBGyaakAEJR1W.jpg;;in;Indonesia;602;775;3131;https://x.com/Indostransfer/status/1750564473201660098;8,11E+17;Indostransfer
1,80E+18;Sat Jun 15 12:09:32 +0000 2024;113;Popularitas kiper Timnas Singapura Hassan Sunny meroket di kalangan suporter China setelah penyelamatan yang ia lakukan dalam laga melawan Thailand yang membuat China lolos ke round ketiga Kualifikasi Piala Dunia 2026 zona Asia. Bukan hanya warung makan milik keluarganya https://t.co/fURaGWfKFH;1,80E+18;https://pbs.twimg.com/media/GQHQH5naEAAaSPf.jpg;;in;;4;9;14;https://x.com/gilabola_ina/status/1801950163403170269;1,17E+18;gilabola_ina
1,80E+18;Mon Jun 17 03:20:00 +0000 2024;18;cegilnya para timnas manaa nih!?? nemu keychain super duper lucu beli disini gemes bgt https://t.co/OBHCNVyj7V https://t.co/VNgJsBG78K;1,80E+18;https://pbs.twimg.com/media/GQPqDMJbgAAY7Q5.jpg;;in;;1;0;16;https://x.com/antighosting20/status/1802541680681460062;1,35E+18;antighosting20
1,80E+18;Fri Jun 21 08:23:12 +0000 2024;525;Lu keren Gits bulan Juni ini sepertinya memang bulannya kamu. Kamu udah jadi komentator bola jadi si paling timnas jadi yg nemenin kapten Jeketi jadi brand ambassador laptop tinggal jadi pacar aku aja yg belum #Apre21Oshi @A_GitaJKT48 https://t.co/I2XyFhV0Je;1,80E+18;https://pbs.twimg.com/media/GQlV3H0bsAAn3vw.jpg;;in;Hell's Kitchen, NY;0;19;44;https://x.com/mattmedock/status/1804067534532153379;1,35E+18;mattmedock
1,71E+18;Fri Oct 06 14:17:21 +0000 2023;4051;Dibandingkan sebelum-sebelumnya sekarang lebih antusias nonton Timnas Indonesia main daripada nonton Liga. Ada yang sama? https://t.co/85SUmguJja;1,71E+18;https://pbs.twimg.com/media/F7wzJmbXUAA52KS.jpg;;in;Indonesia;101;390;326;https://x.com/indosupporter/status/1710298201549402393;110109093;indosupporter
1,78E+18;Tue Apr 23 17:49:12 +0000 2024;9735; WOW! Breaking news: Nathan Tjoe-A-On akan kembali memperkuat timnas Indonesia U23! 🇮🇩 (Sumber: Kumparan) Saya telah diizinkan Heerenveen untuk kembali gabung Timnas U-23 saya berangkat malam ini ke Qatar kata Nathan eksklusif kepada kumparan! https://t.co/i1RL1HXkwr;1,78E+18;https://pbs.twimg.com/media/GL3hgwkbgAA8bII.jpg;;in;Terperangkap Offside;460;548;1167;https://x.com/FaktaSepakbola/status/1782829087008125410;1316071146;FaktaSepakbola
1,80E+18;Sat Jun 22 03:49:38 +0000 2024;2228;Tidak dipanggil ke squad timnas Spanyol Euro 2024 Marco Asensio healing jalan-jalan ke Indonesia Selamat menikmati Bali Bang Marco https://t.co/eKUtAuHlDN;1,80E+18;https://pbs.twimg.com/media/GQpg09WakAMg6LW.jpg;;in;Terperangkap Offside;15;49;165;https://x.com/FaktaSepakbola/status/1804361075992740039;1316071146;FaktaSepakbola
